,contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
2051,AAPL261218P00470000,AAPL,2026-12-18,470.00,put,0.00,194.10,192.15,24,196.05,24,0,0,2025-11-24,0.52706,-0.73592,0.00218,-0.02091,0.93134,-4.22935
2053,AAPL261218P00480000,AAPL,2026-12-18,480.00,put,0.00,204.10,202.15,24,206.05,24,0,0,2025-11-24,0.54657,-0.73429,0.00211,-0.02241,0.93427,-4.33409
2055,AAPL261218P00490000,AAPL,2026-12-18,490.00,put,0.00,214.10,212.15,24,216.05,24,0,0,2025-11-24,0.56608,-0.73229,0.00204,-0.02397,0.93781,-4.43811
2057,AAPL261218P00500000,AAPL,2026-12-18,500.00,put,0.00,224.10,222.15,20,226.05,24,0,0,2025-11-24,0.58560,-0.72997,0.00198,-0.02560,0.94189,-4.54152
2059,AAPL261218P00510000,AAPL,2026-12-18,510.00,put,0.00,234.10,232.15,24,236.05,24,0,0,2025-11-24,0.58560,-0.74069,0.00194,-0.02293,0.92268,-4.66420
2061,AAPL261218P00520000,AAPL,2026-12-18,520.00,put,0.00,244.10,242.15,24,246.05,24,0,0,2025-11-24,0.60511,-0.73759,0.00189,-0.02467,0.92834,-4.76588
2063,AAPL261218P00530000,AAPL,2026-12-18,530.00,put,0.00,254.10,252.15,24,256.05,24,0,0,2025-11-24,0.62462,-0.73427,0.00184,-0.02646,0.93431,-4.86722
2064,AAPL270115C00005000,AAPL,2027-01-15,5.00,call,262.50,270.88,269.15,20,272.60,21,0,20,2025-11-24,0.01976,1.0,0.00000,-0.00051,0.00000,0.05465
2066,AAPL270115C00010000,AAPL,2027-01-15,10.00,call,259.68,266.10,264.20,20,268.00,2,0,56,2025-11-24,0.01976,1.0,0.00000,-0.00102,0.00000,0.10929
2068,AAPL270115C00015000,AAPL,2027-01-15,15.00,call,252.65,261.27,259.30,20,263.25,20,0,188,2025-11-24,0.01976,1.0,0.00000,-0.00153,0.00000,0.16394
2070,AAPL270115C00020000,AAPL,2027-01-15,20.00,call,240.33,256.45,254.50,20,258.40,20,0,29,2025-11-24,0.01976,1.0,0.00000,-0.00203,0.00000,0.21859
2072,AAPL270115C00025000,AAPL,2027-01-15,25.00,call,172.10,251.60,249.70,20,253.50,2,0,5,2025-11-24,0.01976,1.0,0.00000,-0.00254,0.00000,0.27323
2074,AAPL270115C00030000,AAPL,2027-01-15,30.00,call,192.40,246.90,244.95,20,248.85,20,0,4,2025-11-24,0.01976,1.0,0.00000,-0.00305,0.00000,0.32788
2076,AAPL270115C00035000,AAPL,2027-01-15,35.00,call,165.98,242.10,240.20,20,244.00,2,0,5,2025-11-24,0.01976,1.0,0.00000,-0.00356,0.00000,0.38253
2078,AAPL270115C00040000,AAPL,2027-01-15,40.00,call,233.10,237.38,235.40,12,239.35,20,0,29,2025-11-24,0.01976,1.0,0.00000,-0.00407,0.00000,0.43717
2080,AAPL270115C00045000,AAPL,2027-01-15,45.00,call,213.40,232.57,230.65,20,234.50,2,0,2,2025-11-24,0.01976,1.0,0.00000,-0.00458,0.00000,0.49182
2082,AAPL270115C00050000,AAPL,2027-01-15,50.00,call,226.80,227.85,225.90,20,229.80,20,0,65,2025-11-24,0.01976,1.0,0.00000,-0.00508,0.00000,0.54646
2084,AAPL270115C00060000,AAPL,2027-01-15,60.00,call,203.25,218.07,216.40,25,219.75,3,0,123,2025-11-24,0.01976,1.0,0.00000,-0.00610,0.00000,0.65576
2086,AAPL270115C00070000,AAPL,2027-01-15,70.00,call,185.20,208.57,206.90,28,210.25,3,0,162,2025-11-24,0.01976,1.0,0.00000,-0.00712,0.00000,0.76505
2088,AAPL270115C00080000,AAPL,2027-01-15,80.00,call,172.80,199.20,197.40,20,201.00,1,0,333,2025-11-24,0.01976,1.0,0.00000,-0.00814,0.00000,0.87434
2090,AAPL270115C00085000,AAPL,2027-01-15,85.00,call,191.00,194.57,192.65,20,196.50,2,0,160,2025-11-24,0.01976,1.0,0.00000,-0.00864,0.00000,0.92899
2092,AAPL270115C00090000,AAPL,2027-01-15,90.00,call,188.50,189.90,187.95,20,191.85,20,0,307,2025-11-24,0.40999,0.99799,0.00005,-0.01001,0.01878,0.97638
2094,AAPL270115C00095000,AAPL,2027-01-15,95.00,call,178.00,184.88,183.20,20,186.55,30,0,15,2025-11-24,0.01976,1.0,0.00000,-0.00966,0.00000,1.03828
2096,AAPL270115C00100000,AAPL,2027-01-15,100.00,call,173.90,180.23,178.65,3,181.80,33,0,509,2025-11-24,0.01976,1.0,0.00000,-0.01017,0.00000,1.09293
2098,AAPL270115C00105000,AAPL,2027-01-15,105.00,call,168.92,175.43,173.75,20,177.10,10,0,65,2025-11-24,0.01976,1.0,0.00000,-0.01068,0.00000,1.14758
2100,AAPL270115C00110000,AAPL,2027-01-15,110.00,call,169.73,171.03,169.05,20,173.00,20,0,37,2025-11-24,0.40999,0.99221,0.00018,-0.01402,0.06312,1.17359
2102,AAPL270115C00115000,AAPL,2027-01-15,115.00,call,164.50,166.35,164.40,20,168.30,20,0,51,2025-11-24,0.40999,0.98976,0.00023,-0.01529,0.08026,1.21902
2104,AAPL270115C00120000,AAPL,2027-01-15,120.00,call,155.47,161.38,159.70,20,163.05,10,0,567,2025-11-24,0.35146,0.99417,0.00016,-0.01407,0.04888,1.29065
2106,AAPL270115C00125000,AAPL,2027-01-15,125.00,call,152.80,157.00,155.05,20,158.95,20,0,248,2025-11-24,0.39048,0.98652,0.00030,-0.01702,0.10189,1.31649
2108,AAPL270115C00130000,AAPL,2027-01-15,130.00,call,143.99,152.38,150.40,20,154.35,20,0,416,2025-11-24,0.39048,0.98291,0.00037,-0.01848,0.12487,1.35758
2110,AAPL270115C00135000,AAPL,2027-01-15,135.00,call,143.00,147.60,146.05,45,149.15,66,0,1575,2025-11-24,0.37097,0.98269,0.00039,-0.01875,0.12625,1.41194
2112,AAPL270115C00140000,AAPL,2027-01-15,140.00,call,139.08,143.03,141.50,51,144.55,67,0,1567,2025-11-24,0.37097,0.97837,0.00047,-0.02028,0.15260,1.45035
2114,AAPL270115C00145000,AAPL,2027-01-15,145.00,call,134.40,138.43,137.60,36,139.25,39,0,6389,2025-11-24,0.37097,0.97336,0.00056,-0.02191,0.18178,1.48609
2116,AAPL270115C00150000,AAPL,2027-01-15,150.00,call,128.69,133.80,132.20,60,135.40,45,0,1715,2025-11-24,0.35146,0.97309,0.00060,-0.02206,0.18333,1.54060
2118,AAPL270115C00155000,AAPL,2027-01-15,155.00,call,125.40,129.30,127.70,9,130.90,14,0,135,2025-11-24,0.35146,0.96719,0.00071,-0.02374,0.21611,1.57305
2120,AAPL270115C00160000,AAPL,2027-01-15,160.00,call,117.00,124.80,123.20,9,126.40,14,0,654,2025-11-24,0.35146,0.96049,0.00082,-0.02551,0.25159,1.60237
2122,AAPL270115C00165000,AAPL,2027-01-15,165.00,call,118.13,120.47,119.00,9,121.95,14,0,325,2025-11-24,0.35146,0.95299,0.00095,-0.02735,0.28955,1.62842
2124,AAPL270115C00170000,AAPL,2027-01-15,170.00,call,108.25,116.00,114.50,50,117.50,48,0,853,2025-11-24,0.35146,0.94465,0.00108,-0.02926,0.32971,1.65111
2126,AAPL270115C00175000,AAPL,2027-01-15,175.00,call,103.61,111.58,110.00,55,113.15,53,0,1532,2025-11-24,0.35146,0.93548,0.00122,-0.03121,0.37179,1.67034
2128,AAPL270115C00180000,AAPL,2027-01-15,180.00,call,107.56,107.17,105.55,62,108.80,49,2,888,2025-11-24,0.33194,0.934,0.00131,-0.03108,0.37840,1.72181
2130,AAPL270115C00185000,AAPL,2027-01-15,185.00,call,102.52,102.80,102.20,30,103.40,40,2,734,2025-11-24,0.33194,0.9235,0.00147,-0.03302,0.42381,1.73610
2132,AAPL270115C00190000,AAPL,2027-01-15,190.00,call,96.40,98.55,97.95,8,99.15,14,1,923,2025-11-24,0.33194,0.91211,0.00163,-0.03498,0.47053,1.74664
2134,AAPL270115C00195000,AAPL,2027-01-15,195.00,call,95.15,94.43,93.90,8,94.95,40,1,682,2025-11-24,0.33194,0.89984,0.00179,-0.03694,0.51817,1.75343
2136,AAPL270115C00200000,AAPL,2027-01-15,200.00,call,91.43,90.30,90.30,1,90.30,60,38,12846,2025-11-24,0.31243,0.89676,0.00195,-0.03660,0.52973,1.80039
2138,AAPL270115C00210000,AAPL,2027-01-15,210.00,call,82.25,82.20,81.70,9,82.70,34,38,2101,2025-11-24,0.31243,0.86805,0.00232,-0.04034,0.63034,1.79771
2140,AAPL270115C00220000,AAPL,2027-01-15,220.00,call,75.30,74.43,74.40,7,74.45,43,38,4638,2025-11-24,0.31243,0.83594,0.00268,-0.04388,0.72938,1.77977
2142,AAPL270115C00230000,AAPL,2027-01-15,230.00,call,67.50,66.93,66.90,9,66.95,41,71,8963,2025-11-24,0.29292,0.81044,0.00314,-0.04478,0.79916,1.79594
2144,AAPL270115C00240000,AAPL,2027-01-15,240.00,call,60.18,59.83,59.80,2,59.85,10,6,7934,2025-11-24,0.29292,0.77144,0.00350,-0.04761,0.89237,1.74847
2146,AAPL270115C00250000,AAPL,2027-01-15,250.00,call,53.68,53.08,53.05,2,53.10,23,34,8797,2025-11-24,0.29292,0.73013,0.00383,-0.04995,0.97490,1.68846
2148,AAPL270115C00260000,AAPL,2027-01-15,260.00,call,47.30,46.75,46.70,7,46.80,39,21,14324,2025-11-24,0.27341,0.69187,0.00436,-0.04943,1.03771,1.65594
2150,AAPL270115C00270000,AAPL,2027-01-15,270.00,call,40.91,40.88,40.85,7,40.90,40,171,7329,2025-11-24,0.27341,0.64506,0.00462,-0.05059,1.09790,1.56928
2152,AAPL270115C00280000,AAPL,2027-01-15,280.00,call,35.65,35.45,35.40,8,35.50,57,44,10072,2025-11-24,0.27341,0.59777,0.00480,-0.05114,1.14105,1.47559
2154,AAPL270115C00290000,AAPL,2027-01-15,290.00,call,30.95,30.50,30.45,10,30.55,35,74,2947,2025-11-24,0.27341,0.55073,0.00491,-0.05107,1.16704,1.37738
2159,AAPL270115P00310000,AAPL,2027-01-15,310.00,put,45.19,45.75,45.50,30,46.00,16,14,164,2025-11-24,0.29292,-0.52943,0.00461,-0.02070,1.17336,-2.20428
2161,AAPL270115P00320000,AAPL,2027-01-15,320.00,put,51.92,52.40,51.85,12,52.95,35,12,213,2025-11-24,0.29292,-0.56956,0.00455,-0.01833,1.15863,-2.40391
2163,AAPL270115P00330000,AAPL,2027-01-15,330.00,put,59.39,59.73,59.20,17,60.25,4,12,128,2025-11-24,0.29292,-0.60778,0.00445,-0.01560,1.13336,-2.60139
2165,AAPL270115P00340000,AAPL,2027-01-15,340.00,put,66.77,67.55,67.05,30,68.05,20,70,206,2025-11-24,0.29292,-0.64389,0.00431,-0.01259,1.09917,-2.79578
2167,AAPL270115P00350000,AAPL,2027-01-15,350.00,put,74.85,76.12,75.50,30,76.75,30,68,181,2025-11-24,0.31243,-0.65999,0.00398,-0.01299,1.08063,-2.95418
2169,AAPL270115P00360000,AAPL,2027-01-15,360.00,put,84.45,85.03,84.40,4,85.65,17,18,111,2025-11-24,0.33194,-0.67269,0.00369,-0.01349,1.06453,-3.10345
2171,AAPL270115P00370000,AAPL,2027-01-15,370.00,put,0.00,94.15,92.20,25,96.10,25,0,0,2025-11-24,0.33194,-0.70006,0.00355,-0.01032,1.02532,-3.27714
2173,AAPL270115P00380000,AAPL,2027-01-15,380.00,put,0.00,104.15,102.20,25,106.10,25,0,0,2025-11-24,0.35146,-0.70753,0.00332,-0.01096,1.01354,-3.41259
2175,AAPL270115P00390000,AAPL,2027-01-15,390.00,put,0.00,114.12,112.15,25,116.10,25,0,0,2025-11-24,0.37097,-0.71316,0.00311,-0.01170,1.00432,-3.54319
2177,AAPL270115P00400000,AAPL,2027-01-15,400.00,put,0.00,124.15,122.20,1,126.10,25,0,0,2025-11-24,0.39048,-0.71731,0.00294,-0.01255,0.99737,-3.66987
2179,AAPL270115P00410000,AAPL,2027-01-15,410.00,put,0.00,134.15,132.20,1,136.10,25,0,0,2025-11-24,0.40999,-0.72022,0.00278,-0.01349,0.99240,-3.79336
2181,AAPL270115P00420000,AAPL,2027-01-15,420.00,put,0.00,144.12,142.20,1,146.05,1,0,0,2025-11-24,0.42950,-0.7221,0.00265,-0.01452,0.98914,-3.91424
2183,AAPL270115P00430000,AAPL,2027-01-15,430.00,put,0.00,154.10,152.15,25,156.05,25,0,0,2025-11-24,0.44901,-0.72311,0.00253,-0.01563,0.98737,-4.03297
2185,AAPL270115P00440000,AAPL,2027-01-15,440.00,put,0.00,164.10,162.15,25,166.05,25,0,0,2025-11-24,0.46853,-0.72339,0.00242,-0.01683,0.98689,-4.14990
2187,AAPL270115P00450000,AAPL,2027-01-15,450.00,put,0.00,174.10,172.15,25,176.05,25,0,0,2025-11-24,0.48804,-0.72304,0.00233,-0.01810,0.98751,-4.26534
2189,AAPL270115P00460000,AAPL,2027-01-15,460.00,put,0.00,184.10,182.15,21,186.05,25,0,0,2025-11-24,0.50755,-0.72213,0.00224,-0.01944,0.98908,-4.37952
2191,AAPL270115P00470000,AAPL,2027-01-15,470.00,put,0.00,194.10,192.15,21,196.05,25,0,0,2025-11-24,0.52706,-0.72075,0.00216,-0.02086,0.99147,-4.49265
2193,AAPL270115P00480000,AAPL,2027-01-15,480.00,put,0.00,204.10,202.15,21,206.05,25,0,0,2025-11-24,0.54657,-0.71896,0.00209,-0.02233,0.99456,-4.60489
2195,AAPL270115P00490000,AAPL,2027-01-15,490.00,put,0.00,214.10,212.15,25,216.05,25,0,0,2025-11-24,0.56608,-0.7168,0.00203,-0.02387,0.99823,-4.71638
2197,AAPL270115P00500000,AAPL,2027-01-15,500.00,put,0.00,224.10,222.15,25,226.05,25,0,0,2025-11-24,0.56608,-0.72799,0.00199,-0.02132,0.97876,-4.84827
2199,AAPL270115P00510000,AAPL,2027-01-15,510.00,put,0.00,234.10,232.15,25,236.05,25,0,0,2025-11-24,0.58560,-0.72496,0.00193,-0.02297,0.98413,-4.95770
2201,AAPL270115P00520000,AAPL,2027-01-15,520.00,put,0.00,244.10,242.15,21,246.05,25,0,0,2025-11-24,0.60511,-0.7217,0.00188,-0.02467,0.98984,-5.06672
2203,AAPL270115P00530000,AAPL,2027-01-15,530.00,put,0.00,254.10,252.15,25,256.05,25,0,0,2025-11-24,0.62462,-0.71821,0.00183,-0.02643,0.99584,-5.17540
2204,AAPL270617C00005000,AAPL,2027-06-17,5.00,call,0.00,271.07,269.15,19,273.00,2,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00050,0.00000,0.07349
2206,AAPL270617C00010000,AAPL,2027-06-17,10.00,call,0.00,266.12,264.25,19,268.00,2,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00100,0.00000,0.14698
2208,AAPL270617C00015000,AAPL,2027-06-17,15.00,call,0.00,261.35,259.40,19,263.30,19,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00150,0.00000,0.22047
2210,AAPL270617C00020000,AAPL,2027-06-17,20.00,call,0.00,256.57,254.65,19,258.50,2,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00200,0.00000,0.29397
2212,AAPL270617C00025000,AAPL,2027-06-17,25.00,call,0.00,251.88,249.90,19,253.85,19,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00250,0.00000,0.36746
2214,AAPL270617C00030000,AAPL,2027-06-17,30.00,call,0.00,247.10,245.20,19,249.00,2,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00300,0.00000,0.44095
2216,AAPL270617C00035000,AAPL,2027-06-17,35.00,call,0.00,242.45,240.50,19,244.40,19,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00350,0.00000,0.51444
2218,AAPL270617C00040000,AAPL,2027-06-17,40.00,call,0.00,237.65,235.80,19,239.50,2,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00400,0.00000,0.58793
2220,AAPL270617C00045000,AAPL,2027-06-17,45.00,call,0.00,233.05,231.10,19,235.00,19,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00450,0.00000,0.66142
2222,AAPL270617C00050000,AAPL,2027-06-17,50.00,call,223.45,228.35,226.40,19,230.30,19,1,10,2025-11-24,0.01976,1.0,0.00000,-0.00500,0.00000,0.73492
2224,AAPL270617C00055000,AAPL,2027-06-17,55.00,call,214.68,223.60,221.70,19,225.50,2,0,4,2025-11-24,0.01976,1.0,0.00000,-0.00550,0.00000,0.80841
2226,AAPL270617C00060000,AAPL,2027-06-17,60.00,call,213.00,218.97,217.00,19,220.95,19,0,16,2025-11-24,0.01976,1.0,0.00000,-0.00600,0.00000,0.88190
2228,AAPL270617C00065000,AAPL,2027-06-17,65.00,call,193.00,214.18,212.35,24,216.00,1,0,4,2025-11-24,0.01976,1.0,0.00000,-0.00650,0.00000,0.95539
2230,AAPL270617C00070000,AAPL,2027-06-17,70.00,call,116.00,209.57,207.65,19,211.50,2,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00700,0.00000,1.02888
2232,AAPL270617C00075000,AAPL,2027-06-17,75.00,call,143.00,204.97,203.00,19,206.95,19,0,42,2025-11-24,0.01976,1.0,0.00000,-0.00750,0.00000,1.10237
2234,AAPL270617C00080000,AAPL,2027-06-17,80.00,call,184.62,200.32,198.35,19,202.30,19,0,232,2025-11-24,0.01976,1.0,0.00000,-0.00800,0.00000,1.17586
2236,AAPL270617C00085000,AAPL,2027-06-17,85.00,call,193.50,195.45,193.70,19,197.20,10,0,99,2025-11-24,0.01976,1.0,0.00000,-0.00850,0.00000,1.24936
2238,AAPL270617C00090000,AAPL,2027-06-17,90.00,call,124.80,190.82,189.10,24,192.55,10,0,15,2025-11-24,0.01976,1.0,0.00000,-0.00900,0.00000,1.32285
2240,AAPL270617C00095000,AAPL,2027-06-17,95.00,call,165.15,186.20,184.45,24,187.95,10,0,40,2025-11-24,0.01976,1.0,0.00000,-0.00950,0.00000,1.39634
2242,AAPL270617C00100000,AAPL,2027-06-17,100.00,call,181.80,181.62,179.90,1,183.35,10,0,121,2025-11-24,0.01976,1.0,0.00000,-0.01001,0.00000,1.46983
2244,AAPL270617C00105000,AAPL,2027-06-17,105.00,call,177.00,177.00,175.25,19,178.75,10,0,31,2025-11-24,0.01976,1.0,0.00000,-0.01051,0.00000,1.54332
2246,AAPL270617C00110000,AAPL,2027-06-17,110.00,call,168.53,172.43,170.70,19,174.15,10,0,43,2025-11-24,0.27341,0.99882,0.00004,-0.01129,0.01355,1.61118
2248,AAPL270617C00115000,AAPL,2027-06-17,115.00,call,162.00,167.85,166.10,19,169.60,10,0,99,2025-11-24,0.31243,0.99523,0.00013,-0.01266,0.04782,1.66690
2250,AAPL270617C00120000,AAPL,2027-06-17,120.00,call,157.02,163.32,161.60,19,165.05,10,0,73,2025-11-24,0.33194,0.99088,0.00021,-0.01417,0.08479,1.71823
2252,AAPL270617C00125000,AAPL,2027-06-17,125.00,call,157.00,158.88,157.20,5,160.55,14,0,111,2025-11-24,0.33194,0.98816,0.00027,-0.01520,0.10645,1.77787
2254,AAPL270617C00130000,AAPL,2027-06-17,130.00,call,150.35,154.38,152.70,9,156.05,14,0,227,2025-11-24,0.33194,0.98491,0.00033,-0.01631,0.13125,1.83471
2256,AAPL270617C00135000,AAPL,2027-06-17,135.00,call,144.30,149.88,148.25,4,151.50,14,0,89,2025-11-24,0.33194,0.98109,0.00040,-0.01749,0.15921,1.88850
2258,AAPL270617C00140000,AAPL,2027-06-17,140.00,call,140.63,145.53,144.00,8,147.05,14,0,234,2025-11-24,0.35146,0.97144,0.00054,-0.01995,0.22524,1.91019
2260,AAPL270617C00145000,AAPL,2027-06-17,145.00,call,135.86,141.07,139.50,9,142.65,14,0,124,2025-11-24,0.33194,0.97158,0.00057,-0.02005,0.22433,1.98599
2262,AAPL270617C00150000,AAPL,2027-06-17,150.00,call,132.05,136.60,135.00,6,138.20,14,0,142,2025-11-24,0.33194,0.96583,0.00066,-0.02142,0.26124,2.02930
2264,AAPL270617C00155000,AAPL,2027-06-17,155.00,call,127.58,132.43,131.00,8,133.85,14,0,141,2025-11-24,0.33194,0.95939,0.00076,-0.02284,0.30078,2.06877
2266,AAPL270617C00160000,AAPL,2027-06-17,160.00,call,127.35,127.50,127.20,1,127.80,2,7,265,2025-11-24,0.31243,0.95961,0.00081,-0.02281,0.29951,2.14572
2268,AAPL270617C00165000,AAPL,2027-06-17,165.00,call,124.30,123.25,123.00,2,123.50,10,24,167,2025-11-24,0.31243,0.95227,0.00092,-0.02423,0.34263,2.18071
2270,AAPL270617C00170000,AAPL,2027-06-17,170.00,call,116.50,119.03,118.75,1,119.30,11,27,235,2025-11-24,0.31243,0.94418,0.00104,-0.02569,0.38808,2.21139
2272,AAPL270617C00175000,AAPL,2027-06-17,175.00,call,114.30,114.85,114.55,1,115.15,6,3,251,2025-11-24,0.31243,0.93532,0.00117,-0.02717,0.43553,2.23770
2274,AAPL270617C00180000,AAPL,2027-06-17,180.00,call,106.35,110.72,110.45,11,111.00,10,0,963,2025-11-24,0.31243,0.9257,0.00130,-0.02866,0.48463,2.25960
2276,AAPL270617C00185000,AAPL,2027-06-17,185.00,call,100.86,106.65,106.40,3,106.90,15,0,156,2025-11-24,0.31243,0.91532,0.00144,-0.03016,0.53502,2.27706
2278,AAPL270617C00190000,AAPL,2027-06-17,190.00,call,102.20,102.65,102.40,17,102.90,6,3,675,2025-11-24,0.31243,0.90422,0.00158,-0.03166,0.58630,2.29013
2280,AAPL270617C00195000,AAPL,2027-06-17,195.00,call,98.70,98.65,98.40,4,98.90,14,3,355,2025-11-24,0.31243,0.89241,0.00172,-0.03314,0.63811,2.29885
2282,AAPL270617C00200000,AAPL,2027-06-17,200.00,call,94.75,94.95,94.90,8,95.00,18,8,7144,2025-11-24,0.31243,0.87992,0.00186,-0.03459,0.69006,2.30331
2284,AAPL270617C00210000,AAPL,2027-06-17,210.00,call,87.80,87.32,87.30,8,87.35,23,14,4160,2025-11-24,0.29292,0.8631,0.00217,-0.03553,0.75583,2.36681
2286,AAPL270617C00220000,AAPL,2027-06-17,220.00,call,79.06,79.97,79.95,6,80.00,17,2,3952,2025-11-24,0.29292,0.8333,0.00247,-0.03812,0.86162,2.34812
2288,AAPL270617C00230000,AAPL,2027-06-17,230.00,call,73.65,72.93,72.90,6,72.95,19,7,3491,2025-11-24,0.29292,0.80118,0.00276,-0.04046,0.96189,2.31339
2290,AAPL270617C00240000,AAPL,2027-06-17,240.00,call,66.95,66.12,66.00,2,66.25,7,7,1073,2025-11-24,0.29292,0.76717,0.00303,-0.04250,1.05415,2.26434
2292,AAPL270617C00250000,AAPL,2027-06-17,250.00,call,60.20,59.62,59.40,6,59.85,32,14,2194,2025-11-24,0.27341,0.73791,0.00345,-0.04234,1.12305,2.26389
2294,AAPL270617C00260000,AAPL,2027-06-17,260.00,call,53.70,53.60,53.40,54,53.80,33,35,1398,2025-11-24,0.27341,0.6992,0.00369,-0.04366,1.20030,2.18440
2296,AAPL270617C00270000,AAPL,2027-06-17,270.00,call,48.05,48.05,48.00,7,48.10,15,54,3945,2025-11-24,0.27341,0.6597,0.00389,-0.04457,1.26382,2.09499
2298,AAPL270617C00280000,AAPL,2027-06-17,280.00,call,42.65,42.75,42.70,2,42.80,28,110,4732,2025-11-24,0.27341,0.6199,0.00404,-0.04509,1.31297,1.99793
2300,AAPL270617C00290000,AAPL,2027-06-17,290.00,call,37.95,37.88,37.75,1,38.00,82,49,895,2025-11-24,0.27341,0.58024,0.00415,-0.04522,1.34766,1.89538
2302,AAPL270617C00300000,AAPL,2027-06-17,300.00,call,33.40,33.40,33.35,6,33.45,39,95,3926,2025-11-24,0.27341,0.54113,0.00421,-0.04500,1.36826,1.78934
2307,AAPL270617P00320000,AAPL,2027-06-17,320.00,put,56.44,55.92,55.60,33,56.25,15,1,37,2025-11-24,0.29292,-0.52246,0.00394,-0.01404,1.37339,-3.12135
2309,AAPL270617P00330000,AAPL,2027-06-17,330.00,put,63.25,62.78,62.45,27,63.10,4,1,64,2025-11-24,0.29292,-0.55583,0.00391,-0.01209,1.36208,-3.36490
2311,AAPL270617P00340000,AAPL,2027-06-17,340.00,put,70.51,70.15,69.80,5,70.50,4,1,21,2025-11-24,0.31243,-0.57318,0.00364,-0.01266,1.35237,-3.58476
2313,AAPL270617P00350000,AAPL,2027-06-17,350.00,put,78.30,77.95,77.60,8,78.30,4,1,10,2025-11-24,0.31243,-0.60207,0.00358,-0.01048,1.33030,-3.81653
2315,AAPL270617P00360000,AAPL,2027-06-17,360.00,put,86.65,86.30,85.95,5,86.65,7,1,68,2025-11-24,0.31243,-0.62963,0.00351,-0.00815,1.30230,-4.04600
2317,AAPL270617P00370000,AAPL,2027-06-17,370.00,put,95.60,95.12,94.80,8,95.45,1,1,35,2025-11-24,0.33194,-0.63826,0.00327,-0.00879,1.29212,-4.23617
2319,AAPL270617P00380000,AAPL,2027-06-17,380.00,put,0.00,104.53,104.20,7,104.85,7,0,0,2025-11-24,0.35146,-0.64475,0.00307,-0.00951,1.28401,-4.41879
2321,AAPL270617P00390000,AAPL,2027-06-17,390.00,put,0.00,114.55,114.25,3,114.85,3,0,0,2025-11-24,0.37097,-0.64949,0.00290,-0.01030,1.27783,-4.59533
2323,AAPL270617P00400000,AAPL,2027-06-17,400.00,put,0.00,124.55,124.25,3,124.85,3,0,0,2025-11-24,0.39048,-0.65279,0.00274,-0.01117,1.27341,-4.76693
2325,AAPL270617P00410000,AAPL,2027-06-17,410.00,put,0.00,134.55,134.25,1,134.85,1,0,0,2025-11-24,0.40999,-0.65489,0.00261,-0.01210,1.27054,-4.93452
2327,AAPL270617P00420000,AAPL,2027-06-17,420.00,put,0.00,144.55,144.25,1,144.85,1,0,0,2025-11-24,0.42950,-0.65598,0.00249,-0.01310,1.26904,-5.09879
2329,AAPL270617P00430000,AAPL,2027-06-17,430.00,put,0.00,154.52,154.20,1,154.85,1,0,0,2025-11-24,0.42950,-0.67197,0.00244,-0.01092,1.24570,-5.28991
2331,AAPL270617P00440000,AAPL,2027-06-17,440.00,put,0.00,164.55,164.25,1,164.85,1,0,0,2025-11-24,0.44901,-0.67117,0.00234,-0.01203,1.24693,-5.44782
2333,AAPL270617P00450000,AAPL,2027-06-17,450.00,put,0.00,174.55,174.25,1,174.85,1,0,0,2025-11-24,0.46853,-0.66974,0.00224,-0.01319,1.24911,-5.60387
2335,AAPL270617P00460000,AAPL,2027-06-17,460.00,put,0.00,184.55,184.20,1,184.90,1,0,0,2025-11-24,0.48804,-0.66777,0.00216,-0.01440,1.25206,-5.75837
2337,AAPL270617P00470000,AAPL,2027-06-17,470.00,put,0.00,194.52,194.20,1,194.85,1,0,0,2025-11-24,0.50755,-0.66534,0.00208,-0.01566,1.25567,-5.91159
2339,AAPL270617P00480000,AAPL,2027-06-17,480.00,put,203.65,204.52,204.20,1,204.85,1,1,0,2025-11-24,0.52706,-0.66251,0.00201,-0.01697,1.25981,-6.06374
2341,AAPL270617P00490000,AAPL,2027-06-17,490.00,put,0.00,214.55,214.20,1,214.90,1,0,0,2025-11-24,0.52706,-0.67387,0.00198,-0.01498,1.24277,-6.23954
2343,AAPL270617P00500000,AAPL,2027-06-17,500.00,put,0.00,224.10,222.15,24,226.05,24,0,0,2025-11-24,0.54657,-0.67009,0.00192,-0.01637,1.24857,-6.38877
2345,AAPL270617P00510000,AAPL,2027-06-17,510.00,put,0.00,234.10,232.15,20,236.05,24,0,0,2025-11-24,0.56608,-0.66605,0.00186,-0.01780,1.25463,-6.53747
2347,AAPL270617P00520000,AAPL,2027-06-17,520.00,put,0.00,244.10,242.15,24,246.05,24,0,0,2025-11-24,0.56608,-0.67597,0.00184,-0.01588,1.23948,-6.70885
